GISS Record,Record,Species name,Country,State / Province,1.1.GISS - Impacts on plants or vegetation - Impact description,Plants_score,Plants_Confidence_level,"1.2.GISS - Impacts on animals through predation, parasitism, or intoxication - Impact description",Animals_score,Animals_Confidence_level,1.3.GISS - Impacts on other species through competition - Impact description,Competition_score,Competition_Confidence_level,1.4.GISS - Impacts on ecosystems - Impact description,Ecosystems_score,Ecosystems_Confidence_level,1.5.GISS -  Impacts through transmission of diseases or parasites to native species - Impact description,Diseases_score,Diseases_Confidence_level,1.6.GISS - Impacts through hybridization - Impact description,Hybridization_score,Hybridization_Confidence_level,2.1.Impacts on agricultural production,Crops_score,Crops_Confidence_level,2.2.Impacts on animal production,Animal.production_score,Animal.production_Confidence_level,2.3.Impacts on forestry production,Forestry_score,Forestry_Confidence_level,2.4.Impacts on human infrastructure and administration,Infrastructure_score,Infrastructure_Confidence_level,2.5.Impacts on human health,Health_score,Health_Confidence_level,Health_type,2.6.Impacts on human social life,Social_score,Social_Confidence_level,GISS - environment,GISS - socioeconomic,GISS- TOTAL Impact,Comments,Methodology queries,Reference Code,Year,Full Reference
883,333,Pogonomyrmex occidentalis,United States,New Mexico / Los Alamos,,,,,,,,,,"Active mounds in the pinyon-juniper and ponderosa pine sites occurred at densities of 17/ha and 14/ha and had an average mass of 38 kg and 48 kg, respectively. Particle size analysis indicated that the ants construct mounds primarily of gravel and sand fractions. Mound soils at both sites had elevated concentrations of NO3, P and K, increased conductivity and lower water content compared with disc and reference soils. Disc soils in both sites had lower organic matter content but were otherwise similar to reference soils. Activities of P. occidentalis cause localized accumulations of nutrients that are unavailable to plants until mound abandonment. Colony influences on vegetation patterns beyond the denuded discs and lingering effects of abandoned mounds contribute to plant community heterogeneity.",1,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,Carlson & Whitford_1991,1991,"Carlson SR, Whitford WG. 1991. Ant mound influence on vegetation and soils in a semiarid mountain ecosystem. American Midland Naturalist 126(1): 125-139."
561,11,Polyrachis dives,Filippines,Los Baños,,,,Records of ants feeding on salticids in nature,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,Nelson et al_2004,2004,"Nelson XJ, Jackson RR, Pollard SD, Edwards GB, Barrion AT. 2004. Predation by ants on jumping spiders (Araneae: Salticidae) in the Philippines. New Zealand Journal of Zoology 31: 45–56."
562,12,Polyrachis sp.,Filippines,Los Baños,,,,Records of ants feeding on salticids in nature,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,Nelson et al_2004,2004,"Nelson XJ, Jackson RR, Pollard SD, Edwards GB, Barrion AT. 2004. Predation by ants on jumping spiders (Araneae: Salticidae) in the Philippines. New Zealand Journal of Zoology 31: 45–56."
1052,502,Ponera swezeyi,United States,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,LaPolla et al_2000,2000,"LaPolla JS, Otte D, Spearman LA. 2000. Assessment of the effects of ants on Hawaiian crickets. Orthopterists’ Society 9: 139–148."
906,356,Prenolepis imparis,United States,California,,,,,,,,,,"We examined the relative effects of the invasive Argentine ant, Linepithema humile , and a common native ant, Prenolepis imparis , on the community of herbivorous insects occurring on willow trees, Salix lasiolepis in Northern California, U.S.A. 2. Using paired control and treatment branches from which we excluded ants and other non-volant predators, we found that effects of Argentine ants on the herbivore community were generally similar to those of P. imparis . Argentine ants and P. imparis suppressed the damage by skeletonising insects by 50%, but had little effect on most other external-feeding or internal-feeding guilds. 3. The abundance of aphids was 100% greater in the presence of Argentine ants, but there was no effect on aphid numbers in the presence of P. imparis . Late season aphid numbers were substantially higher in the presence of Argentine ants, but not P. imparis . 4. The effects of Argentine ants on skeletonising insects and aphids combined with the overwhelming abundance of Argentine ant workers, suggests that they may have substantial, but often overlooked, effects on the herbivore communities on other plant species in or near riparian habitats in which they invade..... Of the six feeding guilds we examined, only aphids demon- strated effects due to the Argentine ants, and that effect was an increase in abundance. Two additional guilds showed evidence of suppression by both native and Argentine ants: leaf damage by skeletonising insects was reduced by 50%, but there was no significant difference in the extent of suppression by native and Argentine ants. Additionally, leaf-mining insects were almost twice as abundant on branches without native or Argentine ants, although this pattern was not statistically significant.",3,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,,,Nygard et al_2008,2008,"Nygard JP, Sanders NJ, Connor EF. 2008. The effects of the invasive Argentine ant (Linepithema humile) and the native ant Prenolepis imparis on the structure of insect herbivore communities on willow trees (Salix lasiolepis). Ecological Entomology 33: 789–795."
331,258.3,Paratrechina longicornis,Malaysia,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""Questionnaire-based surveys of homeowners revealed that ants were the most economically important and abundant household pest after mosquitoes and cockroaches in Malaysia. Twenty-five species of ants were found indoors and outside buildings; all species nest outdoors except Monomorium pharaonis, Monomorium floricola , Tapinoma melanocephalum , and Solenopsis molesta. Surveys of houses and food stores indicated the most common species were Pheidole sp., T. melanocephalum , Monomorium destructor, and Paratrechina longicornis... Bacteria, fungi, and yeasts were isolated from ants collected from food outlets. """,2,3,Indoor (Pathogen),NI,0,NI,0,2,2,,,Lee_2002,2002,"Lee CY. 2002. Tropical household ants: pest status, species diversity, foraging behavior, and baiting studies. Proceedings of the 4th International Conference on Urban Pests (eds Jones SC, Zhai J, Robinson WH) pp 1-18, Charleston, South Carolina July 7-10"
872,322,Pseudomyrmex elongatus,United States,Florida,,,,potential predator,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,Saarinen & Daniels_2006,2006,"Saarinen E V., Daniels JC. 2006. Miami Blue Butterfly Larvae ( Lepidoptera?: Lycaenidae ) and Ants ( Hymeoptera?: Formicidae ): New Information on the Symbionts of an Endangered Taxon Author ( s ): Emily V . Saarinen and Jaret C . Daniels Source?: The Florida Entomologist , Vol . 89 , No. The Florida Entomologist 89: 69–74."
873,323,Pseudomyrmex gracilis,United States,Florida,,,,potential predator,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,Saarinen & Daniels_2006,2006,"Saarinen E V., Daniels JC. 2006. Miami Blue Butterfly Larvae ( Lepidoptera?: Lycaenidae ) and Ants ( Hymeoptera?: Formicidae ): New Information on the Symbionts of an Endangered Taxon Author ( s ): Emily V . Saarinen and Jaret C . Daniels Source?: The Florida Entomologist , Vol . 89 , No. The Florida Entomologist 89: 69–74."
874,324,Pseudomyrmex simplex,United States,Florida,,,,potential predator,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,Saarinen & Daniels_2006,2006,"Saarinen E V., Daniels JC. 2006. Miami Blue Butterfly Larvae ( Lepidoptera?: Lycaenidae ) and Ants ( Hymeoptera?: Formicidae ): New Information on the Symbionts of an Endangered Taxon Author ( s ): Emily V . Saarinen and Jaret C . Daniels Source?: The Florida Entomologist , Vol . 89 , No. The Florida Entomologist 89: 69–74."
110,102.2,Solenopsis geminata,Indonesia,Sulawesi,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,"""We found that the mean percentage of seeds removed per garden was 42.0%, 49.4%, 48.0% and 50.6% for C. sativus [cucumber], D. carota [carrot], C. frutescens [chili pepper] and S. melongena [eggplant0, respectively, halving the farmers' income after considering initial and operational costs.""",3,3,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,NI,0,NI,0,3,3,,,Motzke et al_2013,2013,"Motzke I, Tschamtke T, Sodhi NS, Klein AM, Wanger Tc. 2013. Ant seed predation, pesticide applications and farmers' income from tropical multi-cropping gardens. Agricultural and Forest Entomology 15: 245-254"
332,258.4,Pheidole sp.,Malaysia,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""Questionnaire-based surveys of homeowners revealed that ants were the most economically important and abundant household pest after mosquitoes and cockroaches in Malaysia. Twenty-five species of ants were found indoors and outside buildings; all species nest outdoors except Monomorium pharaonis, Monomorium floricola , Tapinoma melanocephalum , and Solenopsis molesta. Surveys of houses and food stores indicated the most common species were Pheidole sp., T. melanocephalum , Monomorium destructor, and Paratrechina longicornis... Bacteria, fungi, and yeasts were isolated from ants collected from food outlets. """,2,3,Indoor (Pathogen),NI,0,NI,0,2,2,,,Lee_2002,2002,"Lee CY. 2002. Tropical household ants: pest status, species diversity, foraging behavior, and baiting studies. Proceedings of the 4th International Conference on Urban Pests (eds Jones SC, Zhai J, Robinson WH) pp 1-18, Charleston, South Carolina July 7-10"
169,152,Solenopsis geminata,Australia,Tiwi Islands,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,"""Ginger ants are notorious for their painful sting, which can cause allergic reactions in people. Dr Hoffmann says Milikapiti was the worst affected community with more than 260 colonies found so far. ""Many houses were totally surrounded by ginger ants, preventing people from using their yards"", he says.""",3,1,0,3,3,difficult to determine impact level,,"none, online",2003,"CSIRO Australia. 2003. Exotic ants threaten aboriginal communities. Science Daily, December 5 2003 https://www.sciencedaily.com/releases/2003/12/031204075120.htm"
195,177,Solenopsis geminata,India,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,"""The fire-ant workers damage the seed tubers immediately after planting by carving and feeding on them and under such severe damage, the plant vigor and germination is reduced drastically. Young plants are girdled at the base of the stem resulting in stunted gmwth. yellowing and wilting of plant. In older plants girdling is a common feature. Damage to root system leads to wilting and stunted growth of plants. Consequently the root and tuber development is drastically reduced. Scooping of young developing tubers is most common symptom which resulted in malformation of the tubers and these tubers are prone to secondary infection and rotting.""",2,3,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,NI,0,NI,0,2,2,,,Lakshmikantha et al_1996,1996,"Lakshmikantha BP, Lakshminarayan NG, Ali TMM, Veeresh GK. 1996. Fire-ant damage to potatos in Bangalore.  Journal of the Indian Potato Association 23(1/2): 75-76 "
238,212.2,Solenopsis geminata,United States,Hawai'i,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,"""The Hawaiian sugar industry had converted approximately 19,000 ha of sugarcane land from furrow irrigation to drip irrigation by the end of 1978. One of the major problems we have encountered in drip irrigation is that ants chew through the tube walls and enlarge the orifices along the length of the tube. This changes the hydraulic characteristics of the system, causing, a reduction of water pressure resulting to an uneven water distribution. If the problem is not corrected, it could result, in heavy yield losses in some parts of the field due to poor plant growth caused by severe water shortage. With an increasing number of fields converted to drip irrigation in Hawaii, the problem of ant damage to drip tubes becomes a serious threat to the well-being of the industry. """,3,3,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,NI,0,NI,0,3,3,,,Chang and Ota_1976,1976,"Chang VCS, Ota AK. 1976. Control of ant damage to polyethylene tubes used in drip irrigation systems in Hawaiian sugarcane fields. Journal of Economic Entomology 69(4): 447-450"
333,258.5,Solenopsis invicta,Malaysia,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""Questionnaire-based surveys of homeowners revealed that ants were the most economically important and abundant household pest after mosquitoes and cockroaches in Malaysia. Twenty-five species of ants were found indoors and outside buildings; all species nest outdoors except Monomorium pharaonis, Monomorium floricola , Tapinoma melanocephalum , and Solenopsis molesta. Surveys of houses and food stores indicated the most common species were Pheidole sp., T. melanocephalum , Monomorium destructor, and Paratrechina longicornis... Bacteria, fungi, and yeasts were isolated from ants collected from food outlets. """,2,3,Indoor (Pathogen),NI,0,NI,0,2,2,,,Lee_2002,2002,"Lee CY. 2002. Tropical household ants: pest status, species diversity, foraging behavior, and baiting studies. Proceedings of the 4th International Conference on Urban Pests (eds Jones SC, Zhai J, Robinson WH) pp 1-18, Charleston, South Carolina July 7-10"
334,258.6,Tapinoma melanocephalum,Malaysia,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,"""Questionnaire-based surveys of homeowners revealed that ants were the most economically important and abundant household pest after mosquitoes and cockroaches in Malaysia. Twenty-five species of ants were found indoors and outside buildings; all species nest outdoors except Monomorium pharaonis, Monomorium floricola , Tapinoma melanocephalum , and Solenopsis molesta. Surveys of houses and food stores indicated the most common species were Pheidole sp., T. melanocephalum , Monomorium destructor, and Paratrechina longicornis... Bacteria, fungi, and yeasts were isolated from ants collected from food outlets. """,2,3,Indoor (Pathogen),NI,0,NI,0,2,2,,,Lee_2002,2002,"Lee CY. 2002. Tropical household ants: pest status, species diversity, foraging behavior, and baiting studies. Proceedings of the 4th International Conference on Urban Pests (eds Jones SC, Zhai J, Robinson WH) pp 1-18, Charleston, South Carolina July 7-10"
357,263,Solenopsis geminata,Philippines,,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,,,,,,"""In the Philippines most of the dryland rice pests are distinct from those of wetland culture. Partitioned-growth- stage yield loss studies revealed the highest losses in dryland rice were due to sown-seed and seedling pests (ants, field crickets, mole crickets, and termites)... Stand loss [of Claveria] averaged 14% in the vegetative stage, more from sown-seed and root pests (Table 3), mainly ants again dominated by S. geminata… An average stand [of Tupi] reduction of 14% resulted from both sown-seed and root pests in this favourable dryland site (Table 3). The main seed pest was S. geminata, along with mole and field crickets.... stand reduction [of Tanauan] ranged from 14 to 16% for Dagge and UPLRi5, respectively. S. geminata was probably responsible for most of the loss of seed followed by mole and field crickets.""",2,2,NI,0,NI,NI,0,NI,NI,0,NI,NI,0,NI,,NI,0,NI,0,2,2,,,Litsinger et al_2009,2009,"Litsinger JA, Libetario EM, Barrion AT, Apostol RP. 2009. Comparison of insect pest complexes in different Philippine dryland rice environments: population densities, yield loss, and management. International Journal of Pest Management 55(2): 129-149"
